Season,Team Name,Seed,Region,Post-Season Tournament,Post-Season Tournament Sorting Index,Vulnerable Top 2 Seed?,Tournament Winner?,Tournament Championship?,Final Four?
2018,UNC Greensboro,13,West,March Madness,1,,,,
2018,Houston,6,West,March Madness,1,,,,
2018,San Diego State,11,West,March Madness,1,,,,
2018,Michigan,3,West,March Madness,1,,,Yes,Yes
2018,Montana,14,West,March Madness,1,,,,
2018,Texas A&M,7,West,March Madness,1,,,,
2018,Providence,10,West,March Madness,1,,,,
2018,North Carolina,2,West,March Madness,1,No,,,
2018,Lipscomb,15,West,March Madness,1,,,,
2018,Villanova,1,East,March Madness,1,No,Yes,Yes,Yes
2018,Radford,16,East,March Madness,1,,,,
2018,Long Island University,16,East,March Madness,1,,,,
2018,Virginia Tech,8,East,March Madness,1,,,,
2018,Alabama,9,East,March Madness,1,,,,
2018,West Virginia,5,East,March Madness,1,,,,
2018,Murray State,12,East,March Madness,1,,,,
2018,Wichita State,4,East,March Madness,1,,,,
2018,Marshall,13,East,March Madness,1,,,,
2018,Florida,6,East,March Madness,1,,,,
2018,St. Bonaventure,11,East,March Madness,1,,,,
2018,UCLA,11,East,March Madness,1,,,,
2018,Texas Tech,3,East,March Madness,1,,,,
2018,Stephen F. Austin,14,East,March Madness,1,,,,
2018,Arkansas,7,East,March Madness,1,,,,
2018,Butler,10,East,March Madness,1,,,,
2018,Purdue,2,East,March Madness,1,No,,,
2018,Cal State Fullerton,15,East,March Madness,1,,,,
2018,Kansas,1,Midwest,March Madness,1,No,,,Yes
2018,Pennsylvania,16,Midwest,March Madness,1,,,,
2018,Seton Hall,8,Midwest,March Madness,1,,,,
2018,NC State,9,Midwest,March Madness,1,,,,
2018,Clemson,5,Midwest,March Madness,1,,,,
2018,New Mexico State,12,Midwest,March Madness,1,,,,
2018,Auburn,4,Midwest,March Madness,1,,,,
2018,Charleston,13,Midwest,March Madness,1,,,,
2018,TCU,6,Midwest,March Madness,1,,,,
2018,Syracuse,11,Midwest,March Madness,1,,,,
2018,Arizona State,11,Midwest,March Madness,1,,,,
2018,Michigan State,3,Midwest,March Madness,1,,,,
2018,Bucknell,14,Midwest,March Madness,1,,,,
2018,Rhode Island,7,Midwest,March Madness,1,,,,
2018,Oklahoma,10,Midwest,March Madness,1,,,,
2018,Duke,2,Midwest,March Madness,1,No,,,
2018,Iona,15,Midwest,March Madness,1,,,,
2017,Villanova,1,East,March Madness,1,No,,,
2017,Mount St. Mary's,16,East,March Madness,1,,,,
2017,New Orleans,16,East,March Madness,1,,,,
2017,Wisconsin,8,East,March Madness,1,,,,
2017,Virginia Tech,9,East,March Madness,1,,,,
2017,Virginia,5,East,March Madness,1,,,,
2017,UNC Wilmington,12,East,March Madness,1,,,,
2017,Florida,4,East,March Madness,1,,,,
2017,East Tennessee State,13,East,March Madness,1,,,,
2017,SMU,6,East,March Madness,1,,,,
2017,USC,11,East,March Madness,1,,,,
2017,Providence,11,East,March Madness,1,,,,
2017,Baylor,3,East,March Madness,1,,,,
2017,New Mexico State,14,East,March Madness,1,,,,
2017,South Carolina,7,East,March Madness,1,,,,Yes
2017,Marquette,10,East,March Madness,1,,,,
2017,Duke,2,East,March Madness,1,No,,,
2017,Troy,15,East,March Madness,1,,,,
2017,Gonzaga,1,West,March Madness,1,No,,Yes,Yes
2017,South Dakota State,16,West,March Madness,1,,,,
2017,Northwestern,8,West,March Madness,1,,,,
2017,Vanderbilt,9,West,March Madness,1,,,,
2017,Notre Dame,5,West,March Madness,1,,,,
2017,Princeton,12,West,March Madness,1,,,,
2017,West Virginia,4,West,March Madness,1,,,,
2017,Bucknell,13,West,March Madness,1,,,,
2017,Maryland,6,West,March Madness,1,,,,
2017,Xavier,11,West,March Madness,1,,,,
2017,Florida State,3,West,March Madness,1,,,,
2017,Florida Gulf Coast,14,West,March Madness,1,,,,
2017,Saint Mary's,7,West,March Madness,1,,,,
2017,VCU,10,West,March Madness,1,,,,
2017,Arizona,2,West,March Madness,1,No,,,
2017,North Dakota,15,West,March Madness,1,,,,
2017,Kansas,1,Midwest,March Madness,1,Yes,,,
2017,UC Davis,16,Midwest,March Madness,1,,,,
2017,North Carolina Central,16,Midwest,March Madness,1,,,,
2017,Miami,8,Midwest,March Madness,1,,,,
2017,Michigan State,9,Midwest,March Madness,1,,,,
2017,Iowa State,5,Midwest,March Madness,1,,,,
2017,Nevada,12,Midwest,March Madness,1,,,,
2017,Purdue,4,Midwest,March Madness,1,,,,
2017,Vermont,13,Midwest,March Madness,1,,,,
2017,Creighton,6,Midwest,March Madness,1,,,,
2017,Rhode Island,11,Midwest,March Madness,1,,,,
2017,Oregon,3,Midwest,March Madness,1,,,,Yes
2017,Iona,14,Midwest,March Madness,1,,,,
2017,Michigan,7,Midwest,March Madness,1,,,,
2017,Oklahoma State,10,Midwest,March Madness,1,,,,
2017,Louisville,2,Midwest,March Madness,1,Yes,,,
2017,Jacksonville State,15,Midwest,March Madness,1,,,,
2017,North Carolina,1,South,March Madness,1,No,Yes,Yes,Yes
2017,Texas Southern,16,South,March Madness,1,,,,
2017,Arkansas,8,South,March Madness,1,,,,
2017,Seton Hall,9,South,March Madness,1,,,,
2017,Minnesota,5,South,March Madness,1,,,,
2017,Middle Tennessee,12,South,March Madness,1,,,,
2017,Butler,4,South,March Madness,1,,,,
2017,Winthrop,13,South,March Madness,1,,,,
2017,Cincinnati,6,South,March Madness,1,,,,
2017,Kansas State,11,South,March Madness,1,,,,
2017,Wake Forest,11,South,March Madness,1,,,,
2017,UCLA,3,South,March Madness,1,,,,
2017,Kent State,14,South,March Madness,1,,,,
2017,Dayton,7,South,March Madness,1,,,,
2017,Wichita State,10,South,March Madness,1,,,,
2017,Kentucky,2,South,March Madness,1,No,,,
2017,Northern Kentucky,15,South,March Madness,1,,,,
2016,Kansas,1,South,March Madness,1,No,,,
2016,Austin Peay,16,South,March Madness,1,,,,
2016,Colorado,8,South,March Madness,1,,,,
2016,UConn,9,South,March Madness,1,,,,
2016,Maryland,5,South,March Madness,1,,,,
2016,South Dakota State,12,South,March Madness,1,,,,
2016,California,4,South,March Madness,1,,,,
2016,Hawaii,13,South,March Madness,1,,,,
2016,Arizona,6,South,March Madness,1,,,,
2016,Wichita State,11,South,March Madness,1,,,,
2016,Vanderbilt,11,South,March Madness,1,,,,
2016,Miami,3,South,March Madness,1,,,,
2016,Buffalo,14,South,March Madness,1,,,,
2016,Iowa,7,South,March Madness,1,,,,
2016,Temple,10,South,March Madness,1,,,,
2016,Villanova,2,South,March Madness,1,No,Yes,Yes,Yes
2016,UNC Asheville,15,South,March Madness,1,,,,
2016,North Carolina,1,East,March Madness,1,No,,Yes,Yes
2016,Florida Gulf Coast,16,East,March Madness,1,,,,
2016,Fairleigh Dickinson,16,East,March Madness,1,,,,
2016,USC,8,East,March Madness,1,,,,
2016,Providence,9,East,March Madness,1,,,,
2016,Indiana,5,East,March Madness,1,,,,
2016,Chattanooga,12,East,March Madness,1,,,,
2016,Kentucky,4,East,March Madness,1,,,,
2016,Stony Brook,13,East,March Madness,1,,,,
2016,Notre Dame,6,East,March Madness,1,,,,
2016,Michigan,11,East,March Madness,1,,,,
2016,Tulsa,11,East,March Madness,1,,,,
2016,West Virginia,3,East,March Madness,1,,,,
2016,Stephen F. Austin,14,East,March Madness,1,,,,
2016,Wisconsin,7,East,March Madness,1,,,,
2016,Pittsburgh,10,East,March Madness,1,,,,
2016,Xavier,2,East,March Madness,1,No,,,
2016,Weber State,15,East,March Madness,1,,,,
2016,Oregon,1,West,March Madness,1,No,,,
2016,Holy Cross,16,West,March Madness,1,,,,
2016,Southern,16,West,March Madness,1,,,,
2016,Saint Joseph's,8,West,March Madness,1,,,,
2016,Cincinnati,9,West,March Madness,1,,,,
2016,Baylor,5,West,March Madness,1,,,,
2016,Yale,12,West,March Madness,1,,,,
2016,Duke,4,West,March Madness,1,,,,
2016,UNC Wilmington,13,West,March Madness,1,,,,
2016,Texas,6,West,March Madness,1,,,,
2016,Northern Iowa,11,West,March Madness,1,,,,
2016,Texas A&M,3,West,March Madness,1,,,,
2016,Green Bay,14,West,March Madness,1,,,,
2016,Oregon State,7,West,March Madness,1,,,,
2016,VCU,10,West,March Madness,1,,,,
2016,Oklahoma,2,West,March Madness,1,No,,,Yes
2016,Cal State Bakersfield,15,West,March Madness,1,,,,
2016,Virginia,1,Midwest,March Madness,1,No,,,
2016,Hampton,16,Midwest,March Madness,1,,,,
2016,Texas Tech,8,Midwest,March Madness,1,,,,
2016,Butler,9,Midwest,March Madness,1,,,,
2016,Purdue,5,Midwest,March Madness,1,,,,
2016,Little Rock,12,Midwest,March Madness,1,,,,
2016,Iowa State,4,Midwest,March Madness,1,,,,
2016,Iona,13,Midwest,March Madness,1,,,,
2016,Seton Hall,6,Midwest,March Madness,1,,,,
2016,Gonzaga,11,Midwest,March Madness,1,,,,
2016,Utah State,3,Midwest,March Madness,1,,,,
2016,Fresno State,14,Midwest,March Madness,1,,,,
2016,Dayton,7,Midwest,March Madness,1,,,,
2016,Syracuse,10,Midwest,March Madness,1,,,,Yes
2016,Michigan State,2,Midwest,March Madness,1,No,,,
2016,Middle Tennessee,15,Midwest,March Madness,1,,,,
2015,Kentucky,1,Midwest,March Madness,1,No,,,Yes
2015,Hampton,16,Midwest,March Madness,1,,,,
2015,Manhattan,16,Midwest,March Madness,1,,,,
2015,Cincinnati,8,Midwest,March Madness,1,,,,
2015,Purdue,9,Midwest,March Madness,1,,,,
2015,West Virginia,5,Midwest,March Madness,1,,,,
2015,Buffalo,12,Midwest,March Madness,1,,,,
2015,Maryland,4,Midwest,March Madness,1,,,,
2015,Valparaiso,13,Midwest,March Madness,1,,,,
2015,Butler,6,Midwest,March Madness,1,,,,
2015,Texas,11,Midwest,March Madness,1,,,,
2015,Notre Dame,3,Midwest,March Madness,1,,,,
2015,Northeastern,14,Midwest,March Madness,1,,,,
2015,Wichita State,7,Midwest,March Madness,1,,,,
2015,Indiana,10,Midwest,March Madness,1,,,,
2015,Kansas,2,Midwest,March Madness,1,No,,,
2015,New Mexico State,15,Midwest,March Madness,1,,,,
2015,Wisconsin,1,West,March Madness,1,No,,Yes,Yes
2015,Coastal Carolina,16,West,March Madness,1,,,,
2015,Oregon,8,West,March Madness,1,,,,
2015,Oklahoma State,9,West,March Madness,1,,,,
2015,Arkansas,5,West,March Madness,1,,,,
2015,Wofford,12,West,March Madness,1,,,,
2015,North Carolina,4,West,March Madness,1,,,,
2015,Harvard,13,West,March Madness,1,,,,
2015,Xavier,6,West,March Madness,1,,,,
2015,Ole Miss,11,West,March Madness,1,,,,
2015,BYU,11,West,March Madness,1,,,,
2015,Baylor,3,West,March Madness,1,,,,
2015,Georgia State,14,West,March Madness,1,,,,
2015,VCU,7,West,March Madness,1,,,,
2015,Ohio State,10,West,March Madness,1,,,,
2015,Arizona,2,West,March Madness,1,No,,,
2015,Texas Southern,15,West,March Madness,1,,,,
2015,Villanova,1,East,March Madness,1,No,,,
2015,Lafayette,16,East,March Madness,1,,,,
2015,NC State,8,East,March Madness,1,,,,
2015,LSU,9,East,March Madness,1,,,,
2015,Northern Iowa,5,East,March Madness,1,,,,
2015,Wyoming,12,East,March Madness,1,,,,
2015,Louisville,4,East,March Madness,1,,,,
2015,UC Irvine,13,East,March Madness,1,,,,
2015,Providence,6,East,March Madness,1,,,,
2015,Dayton,11,East,March Madness,1,,,,
2015,Boise State,11,East,March Madness,1,,,,
2015,Oklahoma,3,East,March Madness,1,,,,
2015,Ualbany,14,East,March Madness,1,,,,
2015,Michigan State,7,East,March Madness,1,,,,Yes
2015,Georgia,10,East,March Madness,1,,,,
2015,Virginia,2,East,March Madness,1,No,,,
2015,Belmont,15,East,March Madness,1,,,,
2015,Duke,1,South,March Madness,1,No,Yes,Yes,Yes
2015,Robert Morris,16,South,March Madness,1,,,,
2015,North Florida,16,South,March Madness,1,,,,
2015,San Diego State,8,South,March Madness,1,,,,
2015,St. John's,9,South,March Madness,1,,,,
2015,Utah,5,South,March Madness,1,,,,
2015,Stephen F. Austin,12,South,March Madness,1,,,,
2015,Georgetown,4,South,March Madness,1,,,,
2015,Eastern Washington,13,South,March Madness,1,,,,
2015,SMU,6,South,March Madness,1,,,,
2015,UCLA,11,South,March Madness,1,,,,
2015,Iowa State,3,South,March Madness,1,,,,
2015,UAB,14,South,March Madness,1,,,,
2015,Iowa,7,South,March Madness,1,,,,
2015,Davidson,10,South,March Madness,1,,,,
2015,Gonzaga,2,South,March Madness,1,No,,,
2015,North Dakota State,15,South,March Madness,1,,,,
2014,Florida,1,South,March Madness,1,No,,,Yes
2014,UAlbany,16,South,March Madness,1,,,,
2014,Mount St. Mary's,16,South,March Madness,1,,,,
2014,Colorado,8,South,March Madness,1,,,,
2014,Pittsburgh,9,South,March Madness,1,,,,
2014,VCU,5,South,March Madness,1,,,,
2014,Stephen F. Austin,12,South,March Madness,1,,,,
2014,UCLA,4,South,March Madness,1,,,,
2014,Tulsa,13,South,March Madness,1,,,,
2014,Ohio State,6,South,March Madness,1,,,,
2014,Dayton,11,South,March Madness,1,,,,
2014,Syracuse,3,South,March Madness,1,,,,
2014,Western Michigan,14,South,March Madness,1,,,,
2014,New Mexico,7,South,March Madness,1,,,,
2014,Stanford,10,South,March Madness,1,,,,
2014,Kansas,2,South,March Madness,1,No,,,
2014,Eastern Kentucky,15,South,March Madness,1,,,,
2014,Virginia,1,East,March Madness,1,No,,,
2014,Coastal Carolina,16,East,March Madness,1,,,,
2014,Memphis,8,East,March Madness,1,,,,
2014,George Washington,9,East,March Madness,1,,,,
2014,Cincinnati,5,East,March Madness,1,,,,
2014,Harvard,12,East,March Madness,1,,,,
2014,Michigan State,4,East,March Madness,1,,,,
2014,Delaware,13,East,March Madness,1,,,,
2014,North Carolina,6,East,March Madness,1,,,,
2014,Providence,11,East,March Madness,1,,,,
2014,Iowa State,3,East,March Madness,1,,,,
2014,North Carolina Central,14,East,March Madness,1,,,,
2014,UConn,7,East,March Madness,1,,Yes,Yes,Yes
2014,Saint Joseph's,10,East,March Madness,1,,,,
2014,Villanova,2,East,March Madness,1,Yes,,,
2014,Milwaukee,15,East,March Madness,1,,,,
2014,Arizona,1,West,March Madness,1,No,,,
2014,Weber State,16,West,March Madness,1,,,,
2014,Gonzaga,8,West,March Madness,1,,,,
2014,Oklahoma State,9,West,March Madness,1,,,,
2014,Oklahoma,5,West,March Madness,1,,,,
2014,North Dakota State,12,West,March Madness,1,,,,
2014,San Diego State,4,West,March Madness,1,,,,
2014,New Mexico State,13,West,March Madness,1,,,,
2014,Baylor,6,West,March Madness,1,,,,
2014,Nebraska,11,West,March Madness,1,,,,
2014,Creighton,3,West,March Madness,1,,,,
2014,Louisiana,14,West,March Madness,1,,,,
2014,Oregon,7,West,March Madness,1,,,,
2014,BYU,10,West,March Madness,1,,,,
2014,Wisconsin,2,West,March Madness,1,No,,,Yes
2014,American University,15,West,March Madness,1,,,,
2014,Wichita State,1,Midwest,March Madness,1,No,,,
2014,Cal Poly,16,Midwest,March Madness,1,,,,
2014,Texas Southern,16,Midwest,March Madness,1,,,,
2014,Kentucky,8,Midwest,March Madness,1,,,Yes,Yes
2014,Kansas State,9,Midwest,March Madness,1,,,,
2014,Saint Louis,5,Midwest,March Madness,1,,,,
2014,NC State,12,Midwest,March Madness,1,,,,
2014,Xavier,12,Midwest,March Madness,1,,,,
2014,Louisville,4,Midwest,March Madness,1,,,,
2014,Manhattan,13,Midwest,March Madness,1,,,,
2014,Massachusetts,6,Midwest,March Madness,1,,,,
2014,Tennessee,11,Midwest,March Madness,1,,,,
2014,Iowa,11,Midwest,March Madness,1,,,,
2014,Duke,3,Midwest,March Madness,1,,,,
2014,Mercer,14,Midwest,March Madness,1,,,,
2014,Texas,7,Midwest,March Madness,1,,,,
2014,Arizona State,10,Midwest,March Madness,1,,,,
2014,Michigan,2,Midwest,March Madness,1,No,,,
2014,Wofford,15,Midwest,March Madness,1,,,,
2013,Louisville,1,Midwest,March Madness,1,No,Yes,Yes,Yes
2013,North Carolina A&T,16,Midwest,March Madness,1,,,,
2013,Liberty,16,Midwest,March Madness,1,,,,
2013,Colorado State,8,Midwest,March Madness,1,,,,
2013,Missouri,9,Midwest,March Madness,1,,,,
2013,Oklahoma State,5,Midwest,March Madness,1,,,,
2013,Oregon,12,Midwest,March Madness,1,,,,
2013,Saint Louis,4,Midwest,March Madness,1,,,,
2013,New Mexico State,13,Midwest,March Madness,1,,,,
2013,Memphis,6,Midwest,March Madness,1,,,,
2013,Saint Mary's,11,Midwest,March Madness,1,,,,
2013,Middle Tennessee,11,Midwest,March Madness,1,,,,
2013,Michigan State,3,Midwest,March Madness,1,,,,
2013,Valparaiso,14,Midwest,March Madness,1,,,,
2013,Creighton,7,Midwest,March Madness,1,,,,
2013,Cincinnati,10,Midwest,March Madness,1,,,,
2013,Duke,2,Midwest,March Madness,1,Yes,,,
2013,UAlbany,15,Midwest,March Madness,1,,,,
2013,Gonzaga,1,West,March Madness,1,No,,,
2013,Southern,16,West,March Madness,1,,,,
2013,Pittsburgh,8,West,March Madness,1,,,,
2013,Wichita State,9,West,March Madness,1,,,,Yes
2013,Wisconsin,5,West,March Madness,1,,,,
2013,Ole Miss,12,West,March Madness,1,,,,
2013,Kansas State,4,West,March Madness,1,,,,
2013,La Salle,13,West,March Madness,1,,,,
2013,Boise State,13,West,March Madness,1,,,,
2013,Arizona,6,West,March Madness,1,,,,
2013,Belmont,11,West,March Madness,1,,,,
2013,New Mexico,3,West,March Madness,1,,,,
2013,Harvard,14,West,March Madness,1,,,,
2013,Notre Dame,7,West,March Madness,1,,,,
2013,Iowa State,10,West,March Madness,1,,,,
2013,Ohio State,2,West,March Madness,1,No,,,
2013,Iona,15,West,March Madness,1,,,,
2013,Kansas,1,South,March Madness,1,No,,,
2013,Western Kentucky,16,South,March Madness,1,,,,
2013,North Carolina,8,South,March Madness,1,,,,
2013,Villanova,9,South,March Madness,1,,,,
2013,VCU,5,South,March Madness,1,,,,
2013,Akron,12,South,March Madness,1,,,,
2013,Michigan,4,South,March Madness,1,,,Yes,Yes
2013,South Dakota State,13,South,March Madness,1,,,,
2013,UCLA,6,South,March Madness,1,,,,
2013,Minnesota,11,South,March Madness,1,,,,
2013,Florida,3,South,March Madness,1,,,,
2013,Northwestern State,14,South,March Madness,1,,,,
2013,San Diego State,7,South,March Madness,1,,,,
2013,Oklahoma,10,South,March Madness,1,,,,
2013,Georgetown,2,South,March Madness,1,No,,,
2013,Florida Gulf Coast,15,South,March Madness,1,,,,
2013,Indiana,1,East,March Madness,1,No,,,
2013,James Madison,16,East,March Madness,1,,,,
2013,Long Island University,16,East,March Madness,1,,,,
2013,NC State,8,East,March Madness,1,,,,
2013,Temple,9,East,March Madness,1,,,,
2013,UNLV,5,East,March Madness,1,,,,
2013,California,12,East,March Madness,1,,,,
2013,Syracuse,4,East,March Madness,1,,,,Yes
2013,Montana,13,East,March Madness,1,,,,
2013,Butler,6,East,March Madness,1,,,,
2013,Bucknell,11,East,March Madness,1,,,,
2013,Marquette,3,East,March Madness,1,,,,
2013,Davidson,14,East,March Madness,1,,,,
2013,Illinois,7,East,March Madness,1,,,,
2013,Colorado,10,East,March Madness,1,,,,
2013,Miami,2,East,March Madness,1,No,,,
2013,Pacific,15,East,March Madness,1,,,,
2012,Kentucky,1,South,March Madness,1,No,Yes,Yes,Yes
2012,Western Kentucky,16,South,March Madness,1,,,,
2012,Mississippi Valley State,16,South,March Madness,1,,,,
2012,Iowa State,8,South,March Madness,1,,,,
2012,UConn,9,South,March Madness,1,,,,
2012,Wichita State,5,South,March Madness,1,,,,
2012,VCU,12,South,March Madness,1,,,,
2012,Indiana,4,South,March Madness,1,,,,
2012,New Mexico State,13,South,March Madness,1,,,,
2012,UNLV,6,South,March Madness,1,,,,
2012,Colorado,11,South,March Madness,1,,,,
2012,Baylor,3,South,March Madness,1,,,,
2012,South Dakota State,14,South,March Madness,1,,,,
2012,Notre Dame,7,South,March Madness,1,,,,
2012,Xavier,10,South,March Madness,1,,,,
2012,Duke,2,South,March Madness,1,No,,,
2012,Lehigh,15,South,March Madness,1,,,,
2012,Michigan State,1,West,March Madness,1,No,,,
2012,Long Island University,16,West,March Madness,1,,,,
2012,Memphis,8,West,March Madness,1,,,,
2012,Saint Louis,9,West,March Madness,1,,,,
2012,New Mexico,5,West,March Madness,1,,,,
2012,Long Beach State,12,West,March Madness,1,,,,
2012,Louisville,4,West,March Madness,1,,,,Yes
2012,Davidson,13,West,March Madness,1,,,,
2012,Murray State,6,West,March Madness,1,,,,
2012,Colorado State,11,West,March Madness,1,,,,
2012,Marquette,3,West,March Madness,1,,,,
2012,BYU,14,West,March Madness,1,,,,
2012,Iona,14,West,March Madness,1,,,,
2012,Florida,7,West,March Madness,1,,,,
2012,Virginia,10,West,March Madness,1,,,,
2012,Missouri,2,West,March Madness,1,No,,,
2012,Norfolk State,15,West,March Madness,1,,,,
2012,Syracuse,1,East,March Madness,1,No,,,
2012,UNC Asheville,16,East,March Madness,1,,,,
2012,Kansas State,8,East,March Madness,1,,,,
2012,Southern Miss,9,East,March Madness,1,,,,
2012,Vanderbilt,5,East,March Madness,1,,,,
2012,Harvard,12,East,March Madness,1,,,,
2012,Wisconsin,4,East,March Madness,1,,,,
2012,Montana,13,East,March Madness,1,,,,
2012,Cincinnati,6,East,March Madness,1,,,,
2012,Texas,11,East,March Madness,1,,,,
2012,Florida State,3,East,March Madness,1,,,,
2012,St. Bonaventure,14,East,March Madness,1,,,,
2012,Gonzaga,7,East,March Madness,1,,,,
2012,West Virginia,10,East,March Madness,1,,,,
2012,Ohio State,2,East,March Madness,1,No,,,Yes
2012,Loyola Maryland,15,East,March Madness,1,,,,
2012,North Carolina,1,Midwest,March Madness,1,No,,,
2012,Vermont,16,Midwest,March Madness,1,,,,
2012,Lamar,16,Midwest,March Madness,1,,,,
2012,Creighton,8,Midwest,March Madness,1,,,,
2012,Alabama,9,Midwest,March Madness,1,,,,
2012,Temple,5,Midwest,March Madness,1,,,,
2012,South Florida,12,Midwest,March Madness,1,,,,
2012,California,12,Midwest,March Madness,1,,,,
2012,Michigan,4,Midwest,March Madness,1,,,,
2012,Ohio,13,Midwest,March Madness,1,,,,
2012,San Diego State,6,Midwest,March Madness,1,,,,
2012,NC State,11,Midwest,March Madness,1,,,,
2012,Georgetown,3,Midwest,March Madness,1,,,,
2012,Belmont,14,Midwest,March Madness,1,,,,
2012,Saint Mary's,7,Midwest,March Madness,1,,,,
2012,Purdue,10,Midwest,March Madness,1,,,,
2012,Kansas,2,Midwest,March Madness,1,No,,Yes,Yes
2012,Detroit Mercy,15,Midwest,March Madness,1,,,,
2011,Ohio State,1,East,March Madness,1,No,,,
2011,UTSA,16,East,March Madness,1,,,,
2011,Alabama State,16,East,March Madness,1,,,,
2011,George Mason,8,East,March Madness,1,,,,
2011,Villanova,9,East,March Madness,1,,,,
2011,West Virginia,5,East,March Madness,1,,,,
2011,Clemson,12,East,March Madness,1,,,,
2011,UAB,12,East,March Madness,1,,,,
2011,Kentucky,4,East,March Madness,1,,,,Yes
2011,Princeton,13,East,March Madness,1,,,,
2011,Xavier,6,East,March Madness,1,,,,
2011,Marquette,11,East,March Madness,1,,,,
2011,Syracuse,3,East,March Madness,1,,,,
2011,Indiana State,14,East,March Madness,1,,,,
2011,Washington,7,East,March Madness,1,,,,
2011,Georgia,10,East,March Madness,1,,,,
2011,North Carolina,2,East,March Madness,1,No,,,
2011,Long Island University,15,East,March Madness,1,,,,
2011,Duke,1,West,March Madness,1,No,,,
2011,Hampton,16,West,March Madness,1,,,,
2011,Michigan,8,West,March Madness,1,,,,
2011,Tennessee,9,West,March Madness,1,,,,
2011,Arizona,5,West,March Madness,1,,,,
2011,Memphis,12,West,March Madness,1,,,,
2011,Texas,4,West,March Madness,1,,,,
2011,Oakland,13,West,March Madness,1,,,,
2011,Cincinnati,6,West,March Madness,1,,,,
2011,Missouri,11,West,March Madness,1,,,,
2011,UConn,3,West,March Madness,1,,Yes,Yes,Yes
2011,Bucknell,14,West,March Madness,1,,,,
2011,Temple,7,West,March Madness,1,,,,
2011,Penn State,10,West,March Madness,1,,,,
2011,San Diego State,2,West,March Madness,1,No,,,
2011,Northern Colorado,15,West,March Madness,1,,,,
2011,Kansas,1,Southwest,March Madness,1,No,,,
2011,Boston University,16,Southwest,March Madness,1,,,,
2011,UNLV,8,Southwest,March Madness,1,,,,
2011,Illinois,9,Southwest,March Madness,1,,,,
2011,Vanderbilt,5,Southwest,March Madness,1,,,,
2011,Richmond,12,Southwest,March Madness,1,,,,
2011,Louisville,4,Southwest,March Madness,1,,,,
2011,Morehead State,13,Southwest,March Madness,1,,,,
2011,Georgetown,6,Southwest,March Madness,1,,,,
2011,VCU,11,Southwest,March Madness,1,,,,Yes
2011,USC,11,Southwest,March Madness,1,,,,
2011,Purdue,3,Southwest,March Madness,1,,,,
2011,Saint Peter's,14,Southwest,March Madness,1,,,,
2011,Texas A&M,7,Southwest,March Madness,1,,,,
2011,Florida State,10,Southwest,March Madness,1,,,,
2011,Notre Dame,2,Southwest,March Madness,1,No,,,
2011,Akron,15,Southwest,March Madness,1,,,,
2011,Pittsburgh,1,Southeast,March Madness,1,Yes,,,
2011,UNC Asheville,16,Southeast,March Madness,1,,,,
2011,Little Rock,16,Southeast,March Madness,1,,,,
2011,Butler,8,Southeast,March Madness,1,,,Yes,Yes
2011,Old Dominion,9,Southeast,March Madness,1,,,,
2011,Kansas State,5,Southeast,March Madness,1,,,,
2011,Utah State,12,Southeast,March Madness,1,,,,
2011,Wisconsin,4,Southeast,March Madness,1,,,,
2011,Belmont,13,Southeast,March Madness,1,,,,
2011,St. John's,6,Southeast,March Madness,1,,,,
2011,Gonzaga,11,Southeast,March Madness,1,,,,
2011,BYU,3,Southeast,March Madness,1,,,,
2011,Wofford,14,Southeast,March Madness,1,,,,
2011,UCLA,7,Southeast,March Madness,1,,,,
2011,Michigan State,10,Southeast,March Madness,1,,,,
2011,Florida,2,Southeast,March Madness,1,No,,,
2011,UC Santa Barbara,15,Southeast,March Madness,1,,,,
2010,Kansas,1,Midwest,March Madness,1,No,,,
2010,Lehigh,16,Midwest,March Madness,1,,,,
2010,UNLV,8,Midwest,March Madness,1,,,,
2010,Northern Iowa,9,Midwest,March Madness,1,,,,
2010,Michigan State,5,Midwest,March Madness,1,,,,Yes
2010,New Mexico State,12,Midwest,March Madness,1,,,,
2010,Maryland,4,Midwest,March Madness,1,,,,
2010,Houston,13,Midwest,March Madness,1,,,,
2010,Tennessee,6,Midwest,March Madness,1,,,,
2010,San Diego State,11,Midwest,March Madness,1,,,,
2010,Georgetown,3,Midwest,March Madness,1,,,,
2010,Ohio,14,Midwest,March Madness,1,,,,
2010,Oklahoma State,7,Midwest,March Madness,1,,,,
2010,Georgia Tech,10,Midwest,March Madness,1,,,,
2010,Ohio State,2,Midwest,March Madness,1,No,,,
2010,UC Santa Barbara,15,Midwest,March Madness,1,,,,
2010,Syracuse,1,West,March Madness,1,Yes,,,
2010,Vermont,16,West,March Madness,1,,,,
2010,Gonzaga,8,West,March Madness,1,,,,
2010,Florida State,9,West,March Madness,1,,,,
2010,Butler,5,West,March Madness,1,,,Yes,Yes
2010,UTEP,12,West,March Madness,1,,,,
2010,Vanderbilt,4,West,March Madness,1,,,,
2010,Murray State,13,West,March Madness,1,,,,
2010,Xavier,6,West,March Madness,1,,,,
2010,Minnesota,11,West,March Madness,1,,,,
2010,Pittsburgh,3,West,March Madness,1,,,,
2010,Oakland,14,West,March Madness,1,,,,
2010,BYU,7,West,March Madness,1,,,,
2010,Florida,10,West,March Madness,1,,,,
2010,Kansas State,2,West,March Madness,1,No,,,
2010,North Texas,15,West,March Madness,1,,,,
