Season,Team Name,Seed,Region,Post-Season Tournament,Post-Season Tournament Sorting Index,Vulnerable Top 2 Seed?,Tournament Winner?,Tournament Championship?,Final Four?
2010,Kentucky,1,East,March Madness,1,No,,,
2010,East Tennessee State,16,East,March Madness,1,,,,
2010,Texas,8,East,March Madness,1,,,,
2010,Wake Forest,9,East,March Madness,1,,,,
2010,Temple,5,East,March Madness,1,,,,
2010,Cornell,12,East,March Madness,1,,,,
2010,Wisconsin,4,East,March Madness,1,,,,
2010,Wofford,13,East,March Madness,1,,,,
2010,Marquette,6,East,March Madness,1,,,,
2010,Washington,11,East,March Madness,1,,,,
2010,New Mexico,3,East,March Madness,1,,,,
2010,Montana,14,East,March Madness,1,,,,
2010,Clemson,7,East,March Madness,1,,,,
2010,Missouri,10,East,March Madness,1,,,,
2010,West Virginia,2,East,March Madness,1,No,,,Yes
2010,Morgan State,15,East,March Madness,1,,,,
2010,Duke,1,South,March Madness,1,No,Yes,Yes,Yes
2010,Arkansas-Pine Bluff,16,South,March Madness,1,,,,
2010,Winthrop,16,South,March Madness,1,,,,
2010,California,8,South,March Madness,1,,,,
2010,Louisville,9,South,March Madness,1,,,,
2010,Texas A&M,5,South,March Madness,1,,,,
2010,Utah State,12,South,March Madness,1,,,,
2010,Purdue,4,South,March Madness,1,,,,
2010,Siena,13,South,March Madness,1,,,,
2010,Notre Dame,6,South,March Madness,1,,,,
2010,Old Dominion,11,South,March Madness,1,,,,
2010,Baylor,3,South,March Madness,1,,,,
2010,Sam Houston,14,South,March Madness,1,,,,
2010,Richmond,7,South,March Madness,1,,,,
2010,Saint Mary's,10,South,March Madness,1,,,,
2010,Villanova,2,South,March Madness,1,Yes,,,
2010,Robert Morris,15,South,March Madness,1,,,,
2009,Louisville,1,Midwest,March Madness,1,No,,,
2009,Morehead State,16,Midwest,March Madness,1,,,,
2009,Alabama State,16,Midwest,March Madness,1,,,,
2009,Ohio State,8,Midwest,March Madness,1,,,,
2009,Siena,9,Midwest,March Madness,1,,,,
2009,Utah,5,Midwest,March Madness,1,,,,
2009,Arizona,12,Midwest,March Madness,1,,,,
2009,Wake Forest,4,Midwest,March Madness,1,,,,
2009,Cleveland State,13,Midwest,March Madness,1,,,,
2009,West Virginia,6,Midwest,March Madness,1,,,,
2009,Dayton,11,Midwest,March Madness,1,,,,
2009,Kansas,3,Midwest,March Madness,1,,,,
2009,North Dakota State,14,Midwest,March Madness,1,,,,
2009,Boston College,7,Midwest,March Madness,1,,,,
2009,USC,10,Midwest,March Madness,1,,,,
2009,Michigan State,2,Midwest,March Madness,1,No,,Yes,Yes
2009,Robert Morris,15,Midwest,March Madness,1,,,,
2009,UConn,1,West,March Madness,1,Yes,,,Yes
2009,Chattanooga,16,West,March Madness,1,,,,
2009,BYU,8,West,March Madness,1,,,,
2009,Texas A&M,9,West,March Madness,1,,,,
2009,Purdue,5,West,March Madness,1,,,,
2009,Northern Iowa,12,West,March Madness,1,,,,
2009,Washington,4,West,March Madness,1,,,,
2009,Mississippi State,13,West,March Madness,1,,,,
2009,Marquette,6,West,March Madness,1,,,,
2009,Utah State,11,West,March Madness,1,,,,
2009,Missouri,3,West,March Madness,1,,,,
2009,Cornell,14,West,March Madness,1,,,,
2009,California,7,West,March Madness,1,,,,
2009,Maryland,10,West,March Madness,1,,,,
2009,Memphis,2,West,March Madness,1,No,,,
2009,Cal State Northridge,15,West,March Madness,1,,,,
2009,Pittsburgh,1,East,March Madness,1,Yes,,,
2009,East Tennessee State,16,East,March Madness,1,,,,
2009,Oklahoma State,8,East,March Madness,1,,,,
2009,Tennessee,9,East,March Madness,1,,,,
2009,Florida State,5,East,March Madness,1,,,,
2009,Wisconsin,12,East,March Madness,1,,,,
2009,Xavier,4,East,March Madness,1,,,,
2009,Portland State,13,East,March Madness,1,,,,
2009,UCLA,6,East,March Madness,1,,,,
2009,VCU,11,East,March Madness,1,,,,
2009,Villanova,3,East,March Madness,1,,,,Yes
2009,American University,14,East,March Madness,1,,,,
2009,Texas,7,East,March Madness,1,,,,
2009,Minnesota,10,East,March Madness,1,,,,
2009,Duke,2,East,March Madness,1,No,,,
2009,Binghamton,15,East,March Madness,1,,,,
2009,North Carolina,1,South,March Madness,1,No,Yes,Yes,Yes
2009,Radford,16,South,March Madness,1,,,,
2009,LSU,8,South,March Madness,1,,,,
2009,Butler,9,South,March Madness,1,,,,
2009,Illinois,5,South,March Madness,1,,,,
2009,Western Kentucky,12,South,March Madness,1,,,,
2009,Gonzaga,4,South,March Madness,1,,,,
2009,Akron,13,South,March Madness,1,,,,
2009,Arizona State,6,South,March Madness,1,,,,
2009,Temple,11,South,March Madness,1,,,,
2009,Syracuse,3,South,March Madness,1,,,,
2009,Stephen F. Austin,14,South,March Madness,1,,,,
2009,Clemson,7,South,March Madness,1,,,,
2009,Michigan,10,South,March Madness,1,,,,
2009,Oklahoma,2,South,March Madness,1,Yes,,,
2009,Morgan State,15,South,March Madness,1,,,,
2008,North Carolina,1,East,March Madness,1,No,,,Yes
2008,Mount St. Mary's,16,East,March Madness,1,,,,
2008,Coppin State,16,East,March Madness,1,,,,
2008,Indiana,8,East,March Madness,1,,,,
2008,Arkansas,9,East,March Madness,1,,,,
2008,Notre Dame,5,East,March Madness,1,,,,
2008,George Mason,12,East,March Madness,1,,,,
2008,Washington State,4,East,March Madness,1,,,,
2008,Winthrop,13,East,March Madness,1,,,,
2008,Oklahoma,6,East,March Madness,1,,,,
2008,Saint Joseph's,11,East,March Madness,1,,,,
2008,Louisville,3,East,March Madness,1,,,,
2008,Boise State,14,East,March Madness,1,,,,
2008,Butler,7,East,March Madness,1,,,,
2008,South Alabama,10,East,March Madness,1,,,,
2008,Tennessee,2,East,March Madness,1,No,,,
2008,American University,15,East,March Madness,1,,,,
2008,Kansas,1,Midwest,March Madness,1,No,Yes,Yes,Yes
2008,Portland State,16,Midwest,March Madness,1,,,,
2008,UNLV,8,Midwest,March Madness,1,,,,
2008,Kent State,9,Midwest,March Madness,1,,,,
2008,Clemson,5,Midwest,March Madness,1,,,,
2008,Villanova,12,Midwest,March Madness,1,,,,
2008,Vanderbilt,4,Midwest,March Madness,1,,,,
2008,Siena,13,Midwest,March Madness,1,,,,
2008,USC,6,Midwest,March Madness,1,,,,
2008,Kansas State,11,Midwest,March Madness,1,,,,
2008,Wisconsin,3,Midwest,March Madness,1,,,,
2008,Cal State Fullerton,14,Midwest,March Madness,1,,,,
2008,Gonzaga,7,Midwest,March Madness,1,,,,
2008,Davidson,10,Midwest,March Madness,1,,,,
2008,Georgetown,2,Midwest,March Madness,1,No,,,
2008,UMBC,15,Midwest,March Madness,1,,,,
2008,Memphis,1,South,March Madness,1,No,,Yes,Yes
2008,UT Arlington,16,South,March Madness,1,,,,
2008,Mississippi State,8,South,March Madness,1,,,,
2008,Oregon,9,South,March Madness,1,,,,
2008,Michigan State,5,South,March Madness,1,,,,
2008,Temple,12,South,March Madness,1,,,,
2008,Pittsburgh,4,South,March Madness,1,,,,
2008,Oral Roberts,13,South,March Madness,1,,,,
2008,Marquette,6,South,March Madness,1,,,,
2008,Kentucky,11,South,March Madness,1,,,,
2008,Stanford,3,South,March Madness,1,,,,
2008,Cornell,14,South,March Madness,1,,,,
2008,Miami,7,South,March Madness,1,,,,
2008,Saint Mary's,10,South,March Madness,1,,,,
2008,Texas,2,South,March Madness,1,No,,,
2008,Austin Peay,15,South,March Madness,1,,,,
2008,UCLA,1,West,March Madness,1,No,,,Yes
2008,Mississippi Valley State,16,West,March Madness,1,,,,
2008,BYU,8,West,March Madness,1,,,,
2008,Texas A&M,9,West,March Madness,1,,,,
2008,Drake,5,West,March Madness,1,,,,
2008,Western Kentucky,12,West,March Madness,1,,,,
2008,UConn,5,West,March Madness,1,,,,
2008,San Diego,13,West,March Madness,1,,,,
2008,Purdue,6,West,March Madness,1,,,,
2008,Baylor,11,West,March Madness,1,,,,
2008,Xavier,3,West,March Madness,1,,,,
2008,Georgia,14,West,March Madness,1,,,,
2008,West Virginia,7,West,March Madness,1,,,,
2008,Arizona,10,West,March Madness,1,,,,
2008,Duke,2,West,March Madness,1,No,,,
2008,Belmont,15,West,March Madness,1,,,,
2007,Florida,1,Midwest,March Madness,1,No,Yes,Yes,Yes
2007,Jackson State,16,Midwest,March Madness,1,,,,
2007,Arizona,8,Midwest,March Madness,1,,,,
2007,Purdue,9,Midwest,March Madness,1,,,,
2007,Butler,5,Midwest,March Madness,1,,,,
2007,Old Dominion,12,Midwest,March Madness,1,,,,
2007,Maryland,4,Midwest,March Madness,1,,,,
2007,Davidson,13,Midwest,March Madness,1,,,,
2007,Notre Dame,6,Midwest,March Madness,1,,,,
2007,Winthrop,11,Midwest,March Madness,1,,,,
2007,Oregon,3,Midwest,March Madness,1,,,,
2007,Miami (OH),14,Midwest,March Madness,1,,,,
2007,UNLV,7,Midwest,March Madness,1,,,,
2007,Georgia Tech,10,Midwest,March Madness,1,,,,
2007,Wisconsin,2,Midwest,March Madness,1,No,,,
2007,Texas A&M-Corpus Christi,15,Midwest,March Madness,1,,,,
2007,Kansas,1,West,March Madness,1,No,,,
2007,Niagara,16,West,March Madness,1,,,,
2007,Florida A&M,16,West,March Madness,1,,,,
2007,Kentucky,8,West,March Madness,1,,,,
2007,Villanova,9,West,March Madness,1,,,,
2007,Virginia Tech,5,West,March Madness,1,,,,
2007,Illinois,12,West,March Madness,1,,,,
2007,Southern Illinois,4,West,March Madness,1,,,,
2007,Holy Cross,13,West,March Madness,1,,,,
2007,Duke,6,West,March Madness,1,,,,
2007,VCU,11,West,March Madness,1,,,,
2007,Pittsburgh,3,West,March Madness,1,,,,
2007,Wright State,14,West,March Madness,1,,,,
2007,Indiana,7,West,March Madness,1,,,,
2007,Gonzaga,10,West,March Madness,1,,,,
2007,UCLA,2,West,March Madness,1,Yes,,,Yes
2007,Weber State,15,West,March Madness,1,,,,
2007,North Carolina,1,East,March Madness,1,No,,,
2007,Eastern Kentucky,16,East,March Madness,1,,,,
2007,Marquette,8,East,March Madness,1,,,,
2007,Michigan State,9,East,March Madness,1,,,,
2007,USC,5,East,March Madness,1,,,,
2007,Arkansas,12,East,March Madness,1,,,,
2007,Texas,4,East,March Madness,1,,,,
2007,New Mexico State,13,East,March Madness,1,,,,
2007,Vanderbilt,6,East,March Madness,1,,,,
2007,George Washington,11,East,March Madness,1,,,,
2007,Washington State,3,East,March Madness,1,,,,
2007,Oral Roberts,14,East,March Madness,1,,,,
2007,Boston College,7,East,March Madness,1,,,,
2007,Texas Tech,10,East,March Madness,1,,,,
2007,Georgetown,2,East,March Madness,1,No,,,Yes
2007,Belmont,15,East,March Madness,1,,,,
2007,Ohio State,1,South,March Madness,1,No,,Yes,Yes
2007,Central Connecticut,16,South,March Madness,1,,,,
2007,BYU,8,South,March Madness,1,,,,
2007,Xavier,9,South,March Madness,1,,,,
2007,Tennessee,5,South,March Madness,1,,,,
2007,Long Beach State,12,South,March Madness,1,,,,
2007,Virginia,4,South,March Madness,1,,,,
2007,UAlbany,13,South,March Madness,1,,,,
2007,Louisville,6,South,March Madness,1,,,,
2007,Stanford,11,South,March Madness,1,,,,
2007,Texas A&M,3,South,March Madness,1,,,,
2007,Pennsylvania,14,South,March Madness,1,,,,
2007,Nevada,7,South,March Madness,1,,,,
2007,Creighton,10,South,March Madness,1,,,,
2007,Memphis,2,South,March Madness,1,No,,,
2007,North Texas,15,South,March Madness,1,,,,
2006,Duke,1,South,March Madness,1,No,,,
2006,Southern,16,South,March Madness,1,,,,
2006,George Washington,8,South,March Madness,1,,,,
2006,UNC Wilmington,9,South,March Madness,1,,,,
2006,Syracuse,5,South,March Madness,1,,,,
2006,Texas A&M,12,South,March Madness,1,,,,
2006,LSU,4,South,March Madness,1,,,,Yes
2006,Iona,13,South,March Madness,1,,,,
2006,West Virginia,6,South,March Madness,1,,,,
2006,Southern Illinois,11,South,March Madness,1,,,,
2006,Iowa,3,South,March Madness,1,,,,
2006,Northwestern State,14,South,March Madness,1,,,,
2006,California,7,South,March Madness,1,,,,
2006,NC State,10,South,March Madness,1,,,,
2006,Texas,2,South,March Madness,1,No,,,
2006,Pennsylvania,15,South,March Madness,1,,,,
2006,Memphis,1,West,March Madness,1,No,,,
2006,Oral Roberts,16,West,March Madness,1,,,,
2006,Arkansas,8,West,March Madness,1,,,,
2006,Bucknell,9,West,March Madness,1,,,,
2006,Pittsburgh,5,West,March Madness,1,,,,
2006,Kent State,12,West,March Madness,1,,,,
2006,Kansas,4,West,March Madness,1,,,,
2006,Bradley,13,West,March Madness,1,,,,
2006,Indiana,6,West,March Madness,1,,,,
2006,San Diego State,11,West,March Madness,1,,,,
2006,Gonzaga,3,West,March Madness,1,,,,
2006,Xavier,14,West,March Madness,1,,,,
2006,Marquette,7,West,March Madness,1,,,,
2006,Alabama,10,West,March Madness,1,,,,
2006,UCLA,2,West,March Madness,1,No,,Yes,Yes
2006,Belmont,15,West,March Madness,1,,,,
2006,UConn,1,East,March Madness,1,Yes,,,
2006,UAlbany,16,East,March Madness,1,,,,
2006,Kentucky,8,East,March Madness,1,,,,
2006,UAB,9,East,March Madness,1,,,,
2006,Washington,5,East,March Madness,1,,,,
2006,Utah State,12,East,March Madness,1,,,,
2006,Illinois,4,East,March Madness,1,,,,
2006,Air Force,13,East,March Madness,1,,,,
2006,Michigan State,6,East,March Madness,1,,,,
2006,George Mason,11,East,March Madness,1,,,,Yes
2006,North Carolina,3,East,March Madness,1,,,,
2006,Murray State,14,East,March Madness,1,,,,
2006,Wichita State,7,East,March Madness,1,,,,
2006,Seton Hall,10,East,March Madness,1,,,,
2006,Tennessee,2,East,March Madness,1,Yes,,,
2006,Winthrop,15,East,March Madness,1,,,,
2006,Villanova,1,Midwest,March Madness,1,No,,,
2006,Monmouth,16,Midwest,March Madness,1,,,,
2006,Hampton,16,Midwest,March Madness,1,,,,
2006,Arizona,8,Midwest,March Madness,1,,,,
2006,Wisconsin,9,Midwest,March Madness,1,,,,
2006,Nevada,5,Midwest,March Madness,1,,,,
2006,Montana,12,Midwest,March Madness,1,,,,
2006,Boston College,4,Midwest,March Madness,1,,,,
2006,Pacific,13,Midwest,March Madness,1,,,,
2006,Oklahoma,6,Midwest,March Madness,1,,,,
2006,Milwaukee,11,Midwest,March Madness,1,,,,
2006,Florida,3,Midwest,March Madness,1,,Yes,Yes,Yes
2006,South Alabama,14,Midwest,March Madness,1,,,,
2006,Georgetown,7,Midwest,March Madness,1,,,,
2006,Northern Iowa,10,Midwest,March Madness,1,,,,
2006,Ohio State,2,Midwest,March Madness,1,No,,,
2006,Davidson,15,Midwest,March Madness,1,,,,
2005,Illinois,1,Midwest,March Madness,1,No,,Yes,Yes
2005,Fairleigh Dickinson,16,Midwest,March Madness,1,,,,
2005,Texas,8,Midwest,March Madness,1,,,,
2005,Nevada,9,Midwest,March Madness,1,,,,
2005,Alabama,5,Midwest,March Madness,1,,,,
2005,Milwaukee,12,Midwest,March Madness,1,,,,
2005,Boston College,4,Midwest,March Madness,1,,,,
2005,Pennsylvania,13,Midwest,March Madness,1,,,,
2005,LSU,6,Midwest,March Madness,1,,,,
2005,UAB,11,Midwest,March Madness,1,,,,
2005,Arizona,3,Midwest,March Madness,1,,,,
2005,Utah State,14,Midwest,March Madness,1,,,,
2005,Southern Illinois,7,Midwest,March Madness,1,,,,
2005,Saint Mary's,10,Midwest,March Madness,1,,,,
2005,Oklahoma State,2,Midwest,March Madness,1,No,,,
2005,SE Louisiana,15,Midwest,March Madness,1,,,,
2005,Washington,1,West,March Madness,1,No,,,
2005,Montana,16,West,March Madness,1,,,,
2005,Pacific,8,West,March Madness,1,,,,
2005,Pittsburgh,9,West,March Madness,1,,,,
2005,Georgia Tech,5,West,March Madness,1,,,,
2005,George Washington,12,West,March Madness,1,,,,
2005,Louisville,4,West,March Madness,1,,,,Yes
2005,Louisiana,13,West,March Madness,1,,,,
2005,Texas Tech,6,West,March Madness,1,,,,
2005,UCLA,11,West,March Madness,1,,,,
2005,Gonzaga,3,West,March Madness,1,,,,
2005,Winthrop,14,West,March Madness,1,,,,
2005,West Virginia,7,West,March Madness,1,,,,
2005,Creighton,10,West,March Madness,1,,,,
2005,Wake Forest,2,West,March Madness,1,Yes,,,
2005,Chattanooga,15,West,March Madness,1,,,,
2005,North Carolina,1,East,March Madness,1,No,Yes,Yes,Yes
2005,Oakland,16,East,March Madness,1,,,,
2005,Alabama A&M,16,East,March Madness,1,,,,
2005,Minnesota,8,East,March Madness,1,,,,
2005,Iowa State,9,East,March Madness,1,,,,
2005,Villanova,5,East,March Madness,1,,,,
2005,New Mexico,12,East,March Madness,1,,,,
2005,Florida,4,East,March Madness,1,,,,
2005,Ohio,13,East,March Madness,1,,,,
2005,Wisconsin,6,East,March Madness,1,,,,
2005,Northern Iowa,11,East,March Madness,1,,,,
2005,Kansas,3,East,March Madness,1,,,,
2005,Bucknell,14,East,March Madness,1,,,,
2005,Charlotte,7,East,March Madness,1,,,,
2005,NC State,10,East,March Madness,1,,,,
2005,UConn,2,East,March Madness,1,No,,,
2005,UCF,15,East,March Madness,1,,,,
2005,Duke,1,South,March Madness,1,No,,,
2005,Delaware State,16,South,March Madness,1,,,,
2005,Stanford,8,South,March Madness,1,,,,
2005,Mississippi State,9,South,March Madness,1,,,,
2005,Michigan State,5,South,March Madness,1,,,,Yes
2005,Old Dominion,12,South,March Madness,1,,,,
2005,Syracuse,4,South,March Madness,1,,,,
2005,Vermont,13,South,March Madness,1,,,,
2005,Utah,6,South,March Madness,1,,,,
2005,UTEP,11,South,March Madness,1,,,,
2005,Oklahoma,3,South,March Madness,1,,,,
2005,Niagara,14,South,March Madness,1,,,,
2005,Cincinnati,7,South,March Madness,1,,,,
2005,Iowa,10,South,March Madness,1,,,,
2005,Kentucky,2,South,March Madness,1,No,,,
2005,Eastern Kentucky,15,South,March Madness,1,,,,
2004,Kentucky,1,Midwest,March Madness,1,No,,,
2004,Florida A&M,16,Midwest,March Madness,1,,,,
2004,Lehigh,16,Midwest,March Madness,1,,,,
2004,Washington,8,Midwest,March Madness,1,,,,
2004,UAB,9,Midwest,March Madness,1,,,,
2004,Providence,5,Midwest,March Madness,1,,,,
2004,Pacific,12,Midwest,March Madness,1,,,,
2004,Kansas,4,Midwest,March Madness,1,,,,
2004,UIC,13,Midwest,March Madness,1,,,,
2004,Boston College,6,Midwest,March Madness,1,,,,
2004,Utah,11,Midwest,March Madness,1,,,,
2004,Georgia Tech,3,Midwest,March Madness,1,,,Yes,Yes
2004,Northern Iowa,14,Midwest,March Madness,1,,,,
2004,Michigan State,7,Midwest,March Madness,1,,,,
2004,Nevada,10,Midwest,March Madness,1,,,,
2004,Gonzaga,2,Midwest,March Madness,1,No,,,
2004,Valparaiso,15,Midwest,March Madness,1,,,,
2004,Saint Joseph's,1,East,March Madness,1,Yes,,,
2004,Liberty,16,East,March Madness,1,,,,
2004,Texas Tech,8,East,March Madness,1,,,,
2004,Charlotte,9,East,March Madness,1,,,,
2004,Florida,5,East,March Madness,1,,,,
2004,Manhattan,12,East,March Madness,1,,,,
2004,Wake Forest,4,East,March Madness,1,,,,
2004,VCU,13,East,March Madness,1,,,,
2004,Wisconsin,6,East,March Madness,1,,,,
2004,Richmond,11,East,March Madness,1,,,,
2004,Pittsburgh,3,East,March Madness,1,,,,
2004,UCF,14,East,March Madness,1,,,,
2004,Memphis,7,East,March Madness,1,,,,
2004,South Carolina,10,East,March Madness,1,,,,
2004,Oklahoma State,2,East,March Madness,1,No,,,Yes
2004,Eastern Washington,15,East,March Madness,1,,,,
2004,Duke,1,South,March Madness,1,No,,,Yes
2004,Alabama State,16,South,March Madness,1,,,,
2004,Seton Hall,8,South,March Madness,1,,,,
2004,Arizona,9,South,March Madness,1,,,,
2004,Illinois,5,South,March Madness,1,,,,
2004,Murray State,12,South,March Madness,1,,,,
2004,Cincinnati,4,South,March Madness,1,,,,
2004,East Tennessee State,13,South,March Madness,1,,,,
2004,North Carolina,6,South,March Madness,1,,,,
2004,Air Force,11,South,March Madness,1,,,,
2004,Texas,3,South,March Madness,1,,,,
2004,Princeton,14,South,March Madness,1,,,,
2004,Xavier,7,South,March Madness,1,,,,
2004,Louisville,10,South,March Madness,1,,,,
2004,Mississippi State,2,South,March Madness,1,Yes,,,
2004,Monmouth,15,South,March Madness,1,,,,
2004,Stanford,1,West,March Madness,1,No,,,
2004,UTSA,16,West,March Madness,1,,,,
2004,Alabama,8,West,March Madness,1,,,,
2004,Southern Illinois,9,West,March Madness,1,,,,
2004,Syracuse,5,West,March Madness,1,,,,
2004,BYU,12,West,March Madness,1,,,,
2004,Maryland,4,West,March Madness,1,,,,
2004,UTEP,13,West,March Madness,1,,,,
2004,Vanderbilt,6,West,March Madness,1,,,,
2004,Western Michigan,11,West,March Madness,1,,,,
2004,NC State,3,West,March Madness,1,,,,
2004,Louisiana,14,West,March Madness,1,,,,
2004,DePaul,7,West,March Madness,1,,,,
2004,Dayton,10,West,March Madness,1,,,,
2004,UConn,2,West,March Madness,1,No,Yes,Yes,Yes
2004,Vermont,15,West,March Madness,1,,,,
2003,Kentucky,1,Midwest,March Madness,1,No,,,
2003,IU Indianapolis,16,Midwest,March Madness,1,,,,
2003,Oregon,8,Midwest,March Madness,1,,,,
2003,Utah,9,Midwest,March Madness,1,,,,
2003,Wisconsin,5,Midwest,March Madness,1,,,,
2003,Weber State,12,Midwest,March Madness,1,,,,
2003,Dayton,4,Midwest,March Madness,1,,,,
2003,Tulsa,13,Midwest,March Madness,1,,,,
2003,Missouri,6,Midwest,March Madness,1,,,,
2003,Southern Illinois,11,Midwest,March Madness,1,,,,
2003,Marquette,3,Midwest,March Madness,1,,,,Yes
2003,Holy Cross,14,Midwest,March Madness,1,,,,
2003,Indiana,7,Midwest,March Madness,1,,,,
2003,Alabama,10,Midwest,March Madness,1,,,,
2003,Pittsburgh,2,Midwest,March Madness,1,No,,,
2003,Wagner,15,Midwest,March Madness,1,,,,
2003,Arizona,1,West,March Madness,1,Yes,,,
2003,Vermont,16,West,March Madness,1,,,,
2003,Cincinnati,8,West,March Madness,1,,,,
2003,Gonzaga,9,West,March Madness,1,,,,
2003,Notre Dame,5,West,March Madness,1,,,,
2003,Milwaukee,12,West,March Madness,1,,,,
2003,Illinois,4,West,March Madness,1,,,,
2003,Western Kentucky,13,West,March Madness,1,,,,
2003,Creighton,6,West,March Madness,1,,,,
2003,Central Michigan,11,West,March Madness,1,,,,
2003,Duke,3,West,March Madness,1,,,,
2003,Colorado State,14,West,March Madness,1,,,,
2003,Memphis,7,West,March Madness,1,,,,
2003,Arizona State,10,West,March Madness,1,,,,
2003,Kansas,2,West,March Madness,1,No,,Yes,Yes
2003,Utah State,15,West,March Madness,1,,,,
2003,Texas,1,South,March Madness,1,Yes,,,Yes
2003,UNC Asheville,16,South,March Madness,1,,,,
2003,Texas Southern,16,South,March Madness,1,,,,
2003,LSU,8,South,March Madness,1,,,,
2003,Purdue,9,South,March Madness,1,,,,
2003,UConn,5,South,March Madness,1,,,,
2003,BYU,12,South,March Madness,1,,,,
2003,Stanford,4,South,March Madness,1,,,,
2003,San Diego,13,South,March Madness,1,,,,
2003,Maryland,6,South,March Madness,1,,,,
2003,UNC Wilmington,11,South,March Madness,1,,,,
2003,Xavier,3,South,March Madness,1,,,,
2003,Troy,14,South,March Madness,1,,,,
2003,Michigan State,7,South,March Madness,1,,,,
2003,Colorado,10,South,March Madness,1,,,,
2003,Florida,2,South,March Madness,1,No,,,
2003,Sam Houston,15,South,March Madness,1,,,,
2003,Oklahoma,1,East,March Madness,1,No,,,
2003,South Carolina State,16,East,March Madness,1,,,,
2003,California,8,East,March Madness,1,,,,
2003,NC State,9,East,March Madness,1,,,,
2003,Mississippi State,5,East,March Madness,1,,,,
2003,Butler,12,East,March Madness,1,,,,
2003,Louisville,4,East,March Madness,1,,,,
2003,Austin Peay,13,East,March Madness,1,,,,
2003,Oklahoma State,6,East,March Madness,1,,,,
2003,Pennsylvania,11,East,March Madness,1,,,,
2003,Syracuse,3,East,March Madness,1,,Yes,Yes,Yes
2003,Manhattan,14,East,March Madness,1,,,,
2003,Saint Joseph's,7,East,March Madness,1,,,,
2003,Auburn,10,East,March Madness,1,,,,
2003,Wake Forest,2,East,March Madness,1,No,,,
2003,East Tennessee State,15,East,March Madness,1,,,,
2002,Duke,1,South,March Madness,1,No,,,
2002,Winthrop,16,South,March Madness,1,,,,
2002,Notre Dame,8,South,March Madness,1,,,,
2002,Charlotte,9,South,March Madness,1,,,,
2002,Indiana,5,South,March Madness,1,,,Yes,Yes
2002,Utah,12,South,March Madness,1,,,,
2002,USC,4,South,March Madness,1,,,,
2002,UNC Wilmington,13,South,March Madness,1,,,,
2002,California,6,South,March Madness,1,,,,
2002,Pennsylvania,11,South,March Madness,1,,,,
2002,Pittsburgh,3,South,March Madness,1,,,,
2002,Central Connecticut,14,South,March Madness,1,,,,
2002,Oklahoma State,7,South,March Madness,1,,,,
2002,Kent State,10,South,March Madness,1,,,,
2002,Alabama,2,South,March Madness,1,No,,,
2002,Florida Atlantic,15,South,March Madness,1,,,,
2002,Cincinnati,1,West,March Madness,1,No,,,
2002,Boston University,16,West,March Madness,1,,,,
2002,UCLA,8,West,March Madness,1,,,,
2002,Ole Miss,9,West,March Madness,1,,,,
2002,Miami,5,West,March Madness,1,,,,
2002,Missouri,12,West,March Madness,1,,,,
2002,Ohio State,4,West,March Madness,1,,,,
2002,Davidson,13,West,March Madness,1,,,,
2002,Gonzaga,6,West,March Madness,1,,,,
2002,Wyoming,11,West,March Madness,1,,,,
2002,Arizona,3,West,March Madness,1,,,,
2002,UC Santa Barbara,14,West,March Madness,1,,,,
2002,Xavier,7,West,March Madness,1,,,,
2002,Hawaii,10,West,March Madness,1,,,,
2002,Oklahoma,2,West,March Madness,1,No,,,Yes
2002,UIC,15,West,March Madness,1,,,,
2002,Maryland,1,East,March Madness,1,No,Yes,Yes,Yes
2002,Siena,16,East,March Madness,1,,,,
2002,Alcorn State,16,East,March Madness,1,,,,
2002,Wisconsin,8,East,March Madness,1,,,,
2002,St. John's,9,East,March Madness,1,,,,
2002,Marquette,5,East,March Madness,1,,,,
2002,Tulsa,12,East,March Madness,1,,,,
2002,Kentucky,4,East,March Madness,1,,,,
2002,Valparaiso,13,East,March Madness,1,,,,
2002,Texas Tech,6,East,March Madness,1,,,,
2002,Southern Illinois,11,East,March Madness,1,,,,
2002,Georgia,3,East,March Madness,1,,,,
2002,Murray State,14,East,March Madness,1,,,,
2002,NC State,7,East,March Madness,1,,,,
2002,Michigan State,10,East,March Madness,1,,,,
2002,UConn,2,East,March Madness,1,No,,,
2002,Hampton,15,East,March Madness,1,,,,
2002,Kansas,1,Midwest,March Madness,1,No,,,Yes
2002,Holy Cross,16,Midwest,March Madness,1,,,,
2002,Stanford,8,Midwest,March Madness,1,,,,
2002,Western Kentucky,9,Midwest,March Madness,1,,,,
2002,Florida,5,Midwest,March Madness,1,,,,
2002,Creighton,12,Midwest,March Madness,1,,,,
2002,Illinois,4,Midwest,March Madness,1,,,,
2002,San Diego State,13,Midwest,March Madness,1,,,,
2002,Texas,6,Midwest,March Madness,1,,,,
2002,Boston College,11,Midwest,March Madness,1,,,,
2002,Mississippi State,3,Midwest,March Madness,1,,,,
2002,McNeese,14,Midwest,March Madness,1,,,,
2002,Wake Forest,7,Midwest,March Madness,1,,,,
2002,Pepperdine,10,Midwest,March Madness,1,,,,
2002,Oregon,2,Midwest,March Madness,1,No,,,
2002,Montana,15,Midwest,March Madness,1,,,,
2023,Oklahoma State,1,NIT 1,NIT,2,,,,
2023,Youngstown State,8,NIT 1,NIT,2,,,,
2023,Washington State,4,NIT 1,NIT,2,,,,
2023,Eastern Washington,5,NIT 1,NIT,2,,,,
